Expedition,Latitude,Longitude,Depth,NO3,d15N
GOSHIP P16S,-64.9995,-150,4208.4,32.3,4.5
GOSHIP P16S,-64.9995,-150,4097.6,32.3,4.9
GOSHIP P16S,-64.9995,-150,3964.2,32.3,4.9
GOSHIP P16S,-64.9995,-150,3728.8,32.3,4.8
GOSHIP P16S,-64.9995,-150,3472.4,32.2,4.8
GOSHIP P16S,-64.9995,-150,3218.1,32.2,4.7
GOSHIP P16S,-64.9995,-150,2962.6,32.2,4.7
GOSHIP P16S,-64.9995,-150,2707.8,32.4,4.7
GOSHIP P16S,-64.9995,-150,2453.5,32.5,4.9
GOSHIP P16S,-64.9995,-150,2199.1,32.4,4.8
GOSHIP P16S,-64.9995,-150,1996.2,32.4,4.8
GOSHIP P16S,-64.9995,-150,1792.8,32.3,4.7
GOSHIP P16S,-64.9995,-150,1590.2,32.3,4.7
GOSHIP P16S,-64.9995,-150,1387.7,32.4,4.8
GOSHIP P16S,-64.9995,-150,1185.3,32.3,4.7
GOSHIP P16S,-64.9995,-150,982.5,32.3,4.7
GOSHIP P16S,-64.9995,-150,881.3,32.2,4.8
GOSHIP P16S,-64.9995,-150,780.6,32.5,4.6
GOSHIP P16S,-64.9995,-150,679.5,32.5,4.5
GOSHIP P16S,-64.9995,-150,578.2,32.7,4.4
GOSHIP P16S,-64.9995,-150,492.9,32.7,4.3
GOSHIP P16S,-64.9995,-150,392,32.9,4.4
GOSHIP P16S,-64.9995,-150,341.6,32.9,4.4
GOSHIP P16S,-64.9995,-150,286.2,33.1,4.5
GOSHIP P16S,-64.9995,-150,230.9,33.2,4.5
GOSHIP P16S,-64.9995,-150,185.2,33.3,4.4
GOSHIP P16S,-64.9995,-150,160.2,32.7,4.6
GOSHIP P16S,-64.9995,-150,134.9,30.6,4.9
GOSHIP P16S,-64.9995,-150,99.8,27.1,5.2
GOSHIP P16S,-64.9995,-150,85.1,26.8,5.3
GOSHIP P16S,-64.9995,-150,39.5,24.9,5.8
GOSHIP P16S,-64.9995,-150,6.6,25,5.9
GOSHIP P16S,-61.9998,-150.038,3484.9,31.9,4.7
GOSHIP P16S,-61.9998,-150.038,3380.6,31.9,4.9
GOSHIP P16S,-61.9998,-150.038,3227,31.9,4.8
GOSHIP P16S,-61.9998,-150.038,2962.1,31.9,4.7
GOSHIP P16S,-61.9998,-150.038,2707.2,31.9,4.9
GOSHIP P16S,-61.9998,-150.038,2453.2,32,4.8
GOSHIP P16S,-61.9998,-150.038,2199.1,32,4.9
GOSHIP P16S,-61.9998,-150.038,1793,31.9,4.9
GOSHIP P16S,-61.9998,-150.038,1589.8,32,5
GOSHIP P16S,-61.9998,-150.038,1387.4,32,4.8
GOSHIP P16S,-61.9998,-150.038,1083.3,32.1,4.8
GOSHIP P16S,-61.9998,-150.038,982.6,32,4.6
GOSHIP P16S,-61.9998,-150.038,881.7,32,4.6
GOSHIP P16S,-61.9998,-150.038,780,32.2,4.8
GOSHIP P16S,-61.9998,-150.038,679.6,32.1,5
GOSHIP P16S,-61.9998,-150.038,578.2,32.2,4.9
GOSHIP P16S,-61.9998,-150.038,492.9,32.4,4.8
GOSHIP P16S,-61.9998,-150.038,442.4,32.4,4.7
GOSHIP P16S,-61.9998,-150.038,392,32.6,5
GOSHIP P16S,-61.9998,-150.038,341.5,32.7,4.7
GOSHIP P16S,-61.9998,-150.038,291,32.7,4.7
GOSHIP P16S,-61.9998,-150.038,240.7,33.1,4.7
GOSHIP P16S,-61.9998,-150.038,190.2,32.8,4.9
GOSHIP P16S,-61.9998,-150.038,164.9,32,4.7
GOSHIP P16S,-61.9998,-150.038,140.1,29.6,4.9
GOSHIP P16S,-61.9998,-150.038,89.4,26.8,5.2
GOSHIP P16S,-61.9998,-150.038,44.4,24.4,5.8
GOSHIP P16S,-61.9998,-150.038,19.1,24.3,5.8
GOSHIP P16S,-61.9998,-150.038,2.8,24.4,5.8
GOSHIP P16S,-59.0002,-150.001,2722.2,31.9,4.7
GOSHIP P16S,-59.0002,-150.001,2431.4,31.9,4.6
GOSHIP P16S,-59.0002,-150.001,2197.8,31.8,4.6
GOSHIP P16S,-59.0002,-150.001,1994.7,31.8,4.6
GOSHIP P16S,-59.0002,-150.001,1792.3,31.8,4.7
GOSHIP P16S,-59.0002,-150.001,1589,31.6,4.6
GOSHIP P16S,-59.0002,-150.001,1387.2,31.5,4.8
GOSHIP P16S,-59.0002,-150.001,1285.8,31.4,4.8
GOSHIP P16S,-59.0002,-150.001,1184.2,31.4,4.6
GOSHIP P16S,-59.0002,-150.001,1082.7,31.3,4.8
GOSHIP P16S,-59.0002,-150.001,982.4,31.2,4.8
GOSHIP P16S,-59.0002,-150.001,881.2,31.3,4.8
GOSHIP P16S,-59.0002,-150.001,780.2,30.7,4.9
GOSHIP P16S,-59.0002,-150.001,678.8,30.7,4.7
GOSHIP P16S,-59.0002,-150.001,578.1,30.7,4.8
GOSHIP P16S,-59.0002,-150.001,492.9,30.7,4.7
GOSHIP P16S,-59.0002,-150.001,442.3,30.9,4.7
GOSHIP P16S,-59.0002,-150.001,391.7,31,5
GOSHIP P16S,-59.0002,-150.001,341.8,31.1,4.8
GOSHIP P16S,-59.0002,-150.001,290.5,31.5,4.8
GOSHIP P16S,-59.0002,-150.001,235.4,31.9,4.8
GOSHIP P16S,-59.0002,-150.001,185.4,32.4,4.8
GOSHIP P16S,-59.0002,-150.001,159.8,31.2,4.9
GOSHIP P16S,-59.0002,-150.001,134.2,29.6,4.9
GOSHIP P16S,-59.0002,-150.001,84.2,28.6,5.1
GOSHIP P16S,-59.0002,-150.001,39.6,23.7,6.2
GOSHIP P16S,-59.0002,-150.001,3.4,23.7,6.1
GOSHIP P16S,-55.9979,-150,3460,32.3,4.6
GOSHIP P16S,-55.9979,-150,3330.1,32.3,4.7
GOSHIP P16S,-55.9979,-150,3147.1,32.1,4.6
GOSHIP P16S,-55.9979,-150,2943.8,32,4.8
GOSHIP P16S,-55.9979,-150,2709.9,31.7,4.6
GOSHIP P16S,-55.9979,-150,2455.4,31.5,4.8
GOSHIP P16S,-55.9979,-150,2201,31.2,4.8
GOSHIP P16S,-55.9979,-150,1997.8,31.1,4.8
GOSHIP P16S,-55.9979,-150,1795,31,4.6
GOSHIP P16S,-55.9979,-150,1592.2,31.1,4.6
GOSHIP P16S,-55.9979,-150,1389.9,31.4,4.8
GOSHIP P16S,-55.9979,-150,1289.2,31.7,4.8
GOSHIP P16S,-55.9979,-150,1187.5,32,4.8
GOSHIP P16S,-55.9979,-150,1086.6,32.4,4.9
GOSHIP P16S,-55.9979,-150,984.9,32.9,5
GOSHIP P16S,-55.9979,-150,884.5,33.3,4.9
GOSHIP P16S,-55.9979,-150,783.2,33.6,4.9
GOSHIP P16S,-55.9979,-150,682.4,34.2,5
GOSHIP P16S,-55.9979,-150,581.7,34.6,4.9
GOSHIP P16S,-55.9979,-150,495.2,34.3,5.1
GOSHIP P16S,-55.9979,-150,445,34.1,5
GOSHIP P16S,-55.9979,-150,394.4,33.6,5.2
GOSHIP P16S,-55.9979,-150,339.6,32.6,5.1
GOSHIP P16S,-55.9979,-150,289.4,32.2,5.2
GOSHIP P16S,-55.9979,-150,237.7,30.7,5.6
GOSHIP P16S,-55.9979,-150,186.9,29,5.6
GOSHIP P16S,-55.9979,-150,137.1,27.7,5.8
GOSHIP P16S,-55.9979,-150,87.3,26.2,6
GOSHIP P16S,-55.9979,-150,2,21,7.4
GOSHIP P16S,-54.9996,-149.98,915.9,33.8,5.3
GOSHIP P16S,-54.9996,-149.98,814.5,33.9,5
GOSHIP P16S,-54.9996,-149.98,614,33.8,5
GOSHIP P16S,-54.9996,-149.98,512.9,32.8,5
GOSHIP P16S,-54.9996,-149.98,462.6,32.1,5.2
GOSHIP P16S,-54.9996,-149.98,413.1,31.5,5.3
GOSHIP P16S,-54.9996,-149.98,362,30.5,5.3
GOSHIP P16S,-54.9996,-149.98,310.9,29.4,5.2
GOSHIP P16S,-54.9996,-149.98,256.7,27.9,5.6
GOSHIP P16S,-54.9996,-149.98,205.9,26.3,5.8
GOSHIP P16S,-54.9996,-149.98,150.7,24.2,6.2
GOSHIP P16S,-54.9996,-149.98,100.1,23.1,6.2
GOSHIP P16S,-54.9996,-149.98,75.1,22.4,6.6
GOSHIP P16S,-54.9996,-149.98,50.4,20.2,7.7
GOSHIP P16S,-54.9996,-149.98,8.7,20.2,7.7
GOSHIP P16S,-53.0033,-149.994,4194.1,32.1,4.7
GOSHIP P16S,-53.0033,-149.994,3777.3,32,4.7
GOSHIP P16S,-53.0033,-149.994,3521.8,31.7,4.8
GOSHIP P16S,-53.0033,-149.994,3266.3,31.5,4.9
GOSHIP P16S,-53.0033,-149.994,3006.4,31.2,4.6
GOSHIP P16S,-53.0033,-149.994,2805.1,31.1,4.6
GOSHIP P16S,-53.0033,-149.994,2604.3,31.1,4.7
GOSHIP P16S,-53.0033,-149.994,2399.8,31.4,4.7
GOSHIP P16S,-53.0033,-149.994,2197.4,31.6,4.7
GOSHIP P16S,-53.0033,-149.994,1993,32.4,4.9
GOSHIP P16S,-53.0033,-149.994,1892.3,32.7,4.9
GOSHIP P16S,-53.0033,-149.994,1790.4,33.3,4.8
GOSHIP P16S,-53.0033,-149.994,1589.9,33.8,4.9
GOSHIP P16S,-53.0033,-149.994,1386.4,34.1,5.1
GOSHIP P16S,-53.0033,-149.994,1282.8,34,5
GOSHIP P16S,-53.0033,-149.994,1180.3,33.5,5.1
GOSHIP P16S,-53.0033,-149.994,1079.3,32.8,5.6
GOSHIP P16S,-53.0033,-149.994,981.7,32.1,5.6
GOSHIP P16S,-53.0033,-149.994,882.3,31,5.6
GOSHIP P16S,-53.0033,-149.994,779.2,29.7,5.7
GOSHIP P16S,-53.0033,-149.994,679.4,28.1,5.8
GOSHIP P16S,-53.0033,-149.994,578.5,26.1,5.8
GOSHIP P16S,-53.0033,-149.994,492.9,24.3,6
GOSHIP P16S,-53.0033,-149.994,441.5,23,6.4
GOSHIP P16S,-53.0033,-149.994,392.7,21.3,6.7
GOSHIP P16S,-53.0033,-149.994,340.3,20.2,6.7
GOSHIP P16S,-53.0033,-149.994,280.2,19.4,6.8
GOSHIP P16S,-53.0033,-149.994,241.6,18.8,6.6
GOSHIP P16S,-53.0033,-149.994,193,18.1,6.9
GOSHIP P16S,-53.0033,-149.994,137.9,17,6.8
GOSHIP P16S,-53.0033,-149.994,88.9,15.8,7
GOSHIP P16S,-53.0033,-149.994,4.8,13.2,10.1
GOSHIP P16S,-49.9998,-149.999,4261.6,31.9,4.5
GOSHIP P16S,-49.9998,-149.999,3857.9,31.6,4.4
GOSHIP P16S,-49.9998,-149.999,3655.1,31.4,4.5
GOSHIP P16S,-49.9998,-149.999,3450.4,31.3,4.7
GOSHIP P16S,-49.9998,-149.999,3214.8,31,4.8
GOSHIP P16S,-49.9998,-149.999,2960.4,31.1,4.8
GOSHIP P16S,-49.9998,-149.999,2705.9,31.2,4.7
GOSHIP P16S,-49.9998,-149.999,2452.3,32,4.8
GOSHIP P16S,-49.9998,-149.999,2199.4,32.9,4.9
GOSHIP P16S,-49.9998,-149.999,1994.3,33.6,5
GOSHIP P16S,-49.9998,-149.999,1792.6,34,5.1
GOSHIP P16S,-49.9998,-149.999,1589.7,33.6,5
GOSHIP P16S,-49.9998,-149.999,1388.2,32.7,5.1
GOSHIP P16S,-49.9998,-149.999,1286.9,31.5,5.6
GOSHIP P16S,-49.9998,-149.999,1186.2,30.3,5.6
GOSHIP P16S,-49.9998,-149.999,1084.1,28.9,5.7
GOSHIP P16S,-49.9998,-149.999,982.8,27.2,5.9
GOSHIP P16S,-49.9998,-149.999,882.6,25.3,6.3
GOSHIP P16S,-49.9998,-149.999,781.5,23.5,5.9
GOSHIP P16S,-49.9998,-149.999,681.6,21.6,6.2
GOSHIP P16S,-49.9998,-149.999,582.1,19.9,6.3
GOSHIP P16S,-49.9998,-149.999,494.6,19.3,6.6
GOSHIP P16S,-49.9998,-149.999,444.4,18.6,6.5
GOSHIP P16S,-49.9998,-149.999,394.7,17.4,6.6
GOSHIP P16S,-49.9998,-149.999,343.7,14.1,7.1
GOSHIP P16S,-49.9998,-149.999,288.3,12,7.7
GOSHIP P16S,-49.9998,-149.999,238.7,11.8,7.7
GOSHIP P16S,-49.9998,-149.999,188.5,11.6,7.8
GOSHIP P16S,-49.9998,-149.999,137.8,11.6,7.7
GOSHIP P16S,-49.9998,-149.999,87.3,11.3,7.6
GOSHIP P16S,-49.9998,-149.999,4.6,6.3,12.3
GOSHIP P16S,-47.0003,-150,5177.1,32,4.9
GOSHIP P16S,-47.0003,-150,5067.3,32,4.9
GOSHIP P16S,-47.0003,-150,4933.9,32.1,4.9
GOSHIP P16S,-47.0003,-150,4574.3,31.9,4.9
GOSHIP P16S,-47.0003,-150,4215,31.8,4.8
GOSHIP P16S,-47.0003,-150,3908.4,31.7,4.9
GOSHIP P16S,-47.0003,-150,3601.7,31.6,4.8
GOSHIP P16S,-47.0003,-150,3296.7,31.8,5
GOSHIP P16S,-47.0003,-150,2959.5,32.9,5.2
GOSHIP P16S,-47.0003,-150,2704.4,33.7,5.1
GOSHIP P16S,-47.0003,-150,2450.6,34.4,5.3
GOSHIP P16S,-47.0003,-150,2196.4,34.4,5.4
GOSHIP P16S,-47.0003,-150,1994.7,34.3,5.2
GOSHIP P16S,-47.0003,-150,1588.1,33.8,5.4
GOSHIP P16S,-47.0003,-150,1487.1,33.4,5.5
GOSHIP P16S,-47.0003,-150,1386.3,32.7,5.4
GOSHIP P16S,-47.0003,-150,1285.2,31.9,5.6
GOSHIP P16S,-47.0003,-150,1183.7,30.8,5.8
GOSHIP P16S,-47.0003,-150,1082.1,29.2,6
GOSHIP P16S,-47.0003,-150,982.5,27.5,5.9
GOSHIP P16S,-47.0003,-150,881.8,25.5,5.8
GOSHIP P16S,-47.0003,-150,780.5,23.4,5.9
GOSHIP P16S,-47.0003,-150,679.4,21.7,6
GOSHIP P16S,-47.0003,-150,578.8,20.8,6
GOSHIP P16S,-47.0003,-150,493.5,19.7,6.2
GOSHIP P16S,-47.0003,-150,442.5,19.2,6.3
GOSHIP P16S,-47.0003,-150,392.9,18.2,6.4
GOSHIP P16S,-47.0003,-150,342.3,17.4,6.4
GOSHIP P16S,-47.0003,-150,292.3,16.9,6.4
GOSHIP P16S,-47.0003,-150,241.8,15.8,6.6
GOSHIP P16S,-47.0003,-150,185.8,13.4,7.3
GOSHIP P16S,-47.0003,-150,135.8,11.6,8
GOSHIP P16S,-47.0003,-150,41.1,5.3,16.1
GOSHIP P16S,-44.0003,-150,5525.9,32.3,4.8
GOSHIP P16S,-44.0003,-150,5313.3,32.3,4.5
GOSHIP P16S,-44.0003,-150,4933.1,32.3,4.7
GOSHIP P16S,-44.0003,-150,4573.3,32.2,4.6
GOSHIP P16S,-44.0003,-150,4214.9,32.2,4.7
GOSHIP P16S,-44.0003,-150,3907.8,32.2,4.7
GOSHIP P16S,-44.0003,-150,3601.2,32.4,4.8
GOSHIP P16S,-44.0003,-150,3294.9,33.1,5
GOSHIP P16S,-44.0003,-150,2958.4,34.2,5.2
GOSHIP P16S,-44.0003,-150,2704,34.7,5.4
GOSHIP P16S,-44.0003,-150,2450.3,34.8,5.1
GOSHIP P16S,-44.0003,-150,2196,34.7,5.3
GOSHIP P16S,-44.0003,-150,1993.3,34.6,5.2
GOSHIP P16S,-44.0003,-150,1790.7,34.4,5.3
GOSHIP P16S,-44.0003,-150,1588,34.2,5.3
GOSHIP P16S,-44.0003,-150,1385.9,33.6,5.5
GOSHIP P16S,-44.0003,-150,1183.3,31.9,5.7
GOSHIP P16S,-44.0003,-150,1082.4,30.1,5.8
GOSHIP P16S,-44.0003,-150,981.6,29.3,6
GOSHIP P16S,-44.0003,-150,880.8,27.4,5.6
GOSHIP P16S,-44.0003,-150,780.2,25.2,5.9
GOSHIP P16S,-44.0003,-150,679.1,23.1,5.9
GOSHIP P16S,-44.0003,-150,578.4,21.5,6.1
GOSHIP P16S,-44.0003,-150,493,20.6,6.1
GOSHIP P16S,-44.0003,-150,442.9,19.9,6.3
GOSHIP P16S,-44.0003,-150,391.8,19.1,6.4
GOSHIP P16S,-44.0003,-150,341.9,18.4,6.3
GOSHIP P16S,-44.0003,-150,291.6,17.8,6.2
GOSHIP P16S,-44.0003,-150,241.3,17.3,6.4
GOSHIP P16S,-44.0003,-150,186.7,16.1,6.7
GOSHIP P16S,-44.0003,-150,136.1,15.5,6.9
GOSHIP P16S,-44.0003,-150,86,9.2,11.1
GOSHIP P16S,-44.0003,-150,40.7,6.1,15.8
GOSHIP P16S,-44.0003,-150,3.5,5.9,16
GOSHIP P16S,-41,-150,5261.8,32.3,4.5
GOSHIP P16S,-41,-150,5056.3,32.3,4.6
GOSHIP P16S,-41,-150,4830.1,32.2,4.5
GOSHIP P16S,-41,-150,4522.9,32.2,4.5
GOSHIP P16S,-41,-150,4216.1,32.2,4.6
GOSHIP P16S,-41,-150,3908.3,32.1,4.6
GOSHIP P16S,-41,-150,3602,32.3,4.7
GOSHIP P16S,-41,-150,3295.2,33.4,4.8
GOSHIP P16S,-41,-150,2959.3,34.6,4.8
GOSHIP P16S,-41,-150,2705.1,35.3,5.2
GOSHIP P16S,-41,-150,2451.2,35.4,5.4
GOSHIP P16S,-41,-150,2197.3,35.4,5.4
GOSHIP P16S,-41,-150,1994.5,35.2,5.4
GOSHIP P16S,-41,-150,1791.9,34.9,5.3
GOSHIP P16S,-41,-150,1589.5,34.6,5.4
GOSHIP P16S,-41,-150,1387.2,33.7,5.4
GOSHIP P16S,-41,-150,1183.1,31.9,5.6
GOSHIP P16S,-41,-150,1083.9,30.7,5.7
GOSHIP P16S,-41,-150,983.1,28.9,5.9
GOSHIP P16S,-41,-150,882.3,27,5.9
GOSHIP P16S,-41,-150,781.8,24.9,6
GOSHIP P16S,-41,-150,680.7,23,6
GOSHIP P16S,-41,-150,580,21.8,6.1
GOSHIP P16S,-41,-150,494.4,21.1,6.2
GOSHIP P16S,-41,-150,444.1,20.5,6.2
GOSHIP P16S,-41,-150,394,19.8,6.2
GOSHIP P16S,-41,-150,343.7,19.2,6.3
GOSHIP P16S,-41,-150,288.3,18.2,6.5
GOSHIP P16S,-41,-150,237.9,17.2,6.7
GOSHIP P16S,-41,-150,188,15.4,7.3
GOSHIP P16S,-41,-150,137.4,9.8,9.4
GOSHIP P16S,-41,-150,87.5,3.2,13.1
GOSHIP P16S,-35.9988,-150.001,4780.9,32.1,5
GOSHIP P16S,-35.9988,-150.001,4573,32.1,4.9
GOSHIP P16S,-35.9988,-150.001,4266,32.1,4.8
GOSHIP P16S,-35.9988,-150.001,3958.7,32.4,5
GOSHIP P16S,-35.9988,-150.001,3652.2,33.5,5.3
GOSHIP P16S,-35.9988,-150.001,3396.9,34.4,5
GOSHIP P16S,-35.9988,-150.001,3141.8,35.1,5.1
GOSHIP P16S,-35.9988,-150.001,2887.5,35.5,5.2
GOSHIP P16S,-35.9988,-150.001,2633.3,35.6,5.2
GOSHIP P16S,-35.9988,-150.001,2379.4,35.5,5.3
GOSHIP P16S,-35.9988,-150.001,2125.9,35.3,5.2
GOSHIP P16S,-35.9988,-150.001,1963.9,35.3,5.3
GOSHIP P16S,-35.9988,-150.001,1761.5,35,5.2
GOSHIP P16S,-35.9988,-150.001,1558.6,34.6,5.2
GOSHIP P16S,-35.9988,-150.001,1356.7,34.1,5.2
GOSHIP P16S,-35.9988,-150.001,1255.3,33.2,5.4
GOSHIP P16S,-35.9988,-150.001,1154.8,32.3,5.5
GOSHIP P16S,-35.9988,-150.001,1053.5,30.5,5.5
GOSHIP P16S,-35.9988,-150.001,951.6,28.3,5.8
GOSHIP P16S,-35.9988,-150.001,849.7,26.1,5.8
GOSHIP P16S,-35.9988,-150.001,749,24.2,6
GOSHIP P16S,-35.9988,-150.001,650.4,22.6,6.2
GOSHIP P16S,-35.9988,-150.001,529.9,21.1,6.2
GOSHIP P16S,-35.9988,-150.001,479.6,20.4,6.4
GOSHIP P16S,-35.9988,-150.001,429.5,19.7,6.3
GOSHIP P16S,-35.9988,-150.001,379.3,19,6.5
GOSHIP P16S,-35.9988,-150.001,329.1,17.5,7
GOSHIP P16S,-35.9988,-150.001,278.1,14.8,7.3
GOSHIP P16S,-35.9988,-150.001,228.3,11.1,7.3
GOSHIP P16S,-35.9988,-150.001,178.3,5.4,7.8
GOSHIP P16S,-31,-150,4316.5,32.7,4.7
GOSHIP P16S,-31,-150,4105.4,32.8,4.7
GOSHIP P16S,-31,-150,3809.7,33.3,4.9
GOSHIP P16S,-31,-150,3555.4,33.6,5
GOSHIP P16S,-31,-150,3296.2,34.2,5
GOSHIP P16S,-31,-150,3039.2,34.9,5.3
GOSHIP P16S,-31,-150,2780.2,35.4,5.3
GOSHIP P16S,-31,-150,2523.1,35.6,5.2
GOSHIP P16S,-31,-150,2265,35.5,5.3
GOSHIP P16S,-31,-150,2025.4,35.3,5.5
GOSHIP P16S,-31,-150,1819.3,35.1,5.5
GOSHIP P16S,-31,-150,1616.8,34.8,5.3
GOSHIP P16S,-31,-150,1515.8,34.6,5.5
GOSHIP P16S,-31,-150,1413.6,34.3,5.7
GOSHIP P16S,-31,-150,1312.1,33.7,5.7
GOSHIP P16S,-31,-150,1209.3,32.5,5.7
GOSHIP P16S,-31,-150,1109.7,31.3,5.8
GOSHIP P16S,-31,-150,1007.2,29.3,5.9
GOSHIP P16S,-31,-150,906,27.2,6.2
GOSHIP P16S,-31,-150,806.4,24.8,6.1
GOSHIP P16S,-31,-150,704.8,22.6,6.3
GOSHIP P16S,-31,-150,604.5,20.8,6.4
GOSHIP P16S,-31,-150,502.9,17.8,6.8
GOSHIP P16S,-31,-150,452.7,15.5,7
GOSHIP P16S,-31,-150,406.1,12.8,7.1
GOSHIP P16S,-31,-150,355.4,11.2,6.9
GOSHIP P16S,-31,-150,304,8,6.9
GOSHIP P16S,-31,-150,252.9,4.3,6.3
GOSHIP P16S,-26.001,-150.002,4744.7,32.9,4.9
GOSHIP P16S,-26.001,-150.002,4539.9,32.9,5.1
GOSHIP P16S,-26.001,-150.002,4222.9,33.3,4.9
GOSHIP P16S,-26.001,-150.002,3968.3,33.7,5.1
GOSHIP P16S,-26.001,-150.002,3713.9,34.2,5.2
GOSHIP P16S,-26.001,-150.002,3458.9,34.5,5.2
GOSHIP P16S,-26.001,-150.002,3205.3,34.9,5.2
GOSHIP P16S,-26.001,-150.002,2950.8,35.2,5.1
GOSHIP P16S,-26.001,-150.002,2697,35.4,5.3
GOSHIP P16S,-26.001,-150.002,2444.2,35.5,5.2
GOSHIP P16S,-26.001,-150.002,2190.7,35.5,5.2
GOSHIP P16S,-26.001,-150.002,1988.1,35.6,5.5
GOSHIP P16S,-26.001,-150.002,1786.1,35.4,5.2
GOSHIP P16S,-26.001,-150.002,1584.2,35.3,5.4
GOSHIP P16S,-26.001,-150.002,1382.9,35,5.7
GOSHIP P16S,-26.001,-150.002,1175.4,34.5,5.8
GOSHIP P16S,-26.001,-150.002,980,32.6,6.2
GOSHIP P16S,-26.001,-150.002,879.5,30.4,6.1
GOSHIP P16S,-26.001,-150.002,779.3,26.8,6
GOSHIP P16S,-26.001,-150.002,678.8,24.3,6.1
GOSHIP P16S,-26.001,-150.002,578.1,22.2,6.4
GOSHIP P16S,-26.001,-150.002,492.9,19.1,6.7
GOSHIP P16S,-26.001,-150.002,442.8,16.4,7
GOSHIP P16S,-26.001,-150.002,392.8,13.3,7.5
GOSHIP P16S,-26.001,-150.002,342.4,8.3,7.2
GOSHIP P16S,-26.001,-150.002,291.9,3.6,6.5
GOSHIP P16S,-20,-150,4672.5,33.7,5.3
GOSHIP P16S,-20,-150,4454.6,33.7,5.1
GOSHIP P16S,-20,-150,4220.4,33.7,5
GOSHIP P16S,-20,-150,3965.1,33.8,5.2
GOSHIP P16S,-20,-150,3710.7,34.1,5.1
GOSHIP P16S,-20,-150,3456,34.3,5.1
GOSHIP P16S,-20,-150,3201.8,34.5,5.2
GOSHIP P16S,-20,-150,2948.2,34.9,5.3
GOSHIP P16S,-20,-150,2694.7,35.2,5.3
GOSHIP P16S,-20,-150,2440.8,35.3,5.4
GOSHIP P16S,-20,-150,2188.4,35.6,5.4
GOSHIP P16S,-20,-150,1986.2,35.7,5.5
GOSHIP P16S,-20,-150,1784.3,35.7,5.6
GOSHIP P16S,-20,-150,1582.4,35.7,5.6
GOSHIP P16S,-20,-150,1380.8,35.6,5.8
GOSHIP P16S,-20,-150,1280,35.5,5.8
GOSHIP P16S,-20,-150,1179.3,35.4,5.9
GOSHIP P16S,-20,-150,1078.7,35.2,6
GOSHIP P16S,-20,-150,978.4,34.7,6.1
GOSHIP P16S,-20,-150,877.7,34,6.3
GOSHIP P16S,-20,-150,777.1,32,6.5
GOSHIP P16S,-20,-150,676.6,30.3,6.6
GOSHIP P16S,-20,-150,576.4,27.8,7.5
GOSHIP P16S,-20,-150,491.1,23.3,7.6
GOSHIP P16S,-20,-150,441.1,20.4,7.8
GOSHIP P16S,-20,-150,391,16.1,8.2
GOSHIP P16S,-20,-150,341.1,10.2,8.2
GOSHIP P16S,-20,-150,291.1,6.3,8
CoFeMUG,-11,-30,4883,31.5,4.9
CoFeMUG,-11,-30,4426.7,29.3,4.7
CoFeMUG,-11,-30,3940.1,24.1,4.9
CoFeMUG,-11,-30,3450.6,22.4,4.8
CoFeMUG,-11,-30,2961.9,22.4,5
CoFeMUG,-11,-30,2470.1,21.2,5
CoFeMUG,-11,-30,1979.2,20.5,4.9
CoFeMUG,-11,-30,1485.1,34.8,6
CoFeMUG,-11,-30,990.9,34.3,6
CoFeMUG,-11,-30,793.9,35.6,6.1
CoFeMUG,-11,-30,495.6,34.7,6.3
CoFeMUG,-11,-30,397.3,33,6.3
CoFeMUG,-11,-30,297.1,29.7,6.2
CoFeMUG,-11,-30,198.8,12.4,6.2
CoFeMUG,-11,-30,149.1,5.2,6.9
CoFeMUG,-11,-30,134.2,1.4,10.7
CoFeMUG,-11.25,-27.5,792.9,35.2,6
CoFeMUG,-11.25,-27.5,594.7,34.8,6.3
CoFeMUG,-11.25,-27.5,198.8,17,6.3
CoFeMUG,-11.25,-27.5,148.1,6.7,6.8
CoFeMUG,-11.25,-27.5,117.3,1.3,10.7
CoFeMUG,-11.25,-27.5,109.3,0.3,17.3
CoFeMUG,-11.5,-25,3939.1,25.1,4.8
CoFeMUG,-11.5,-25,3776,23.5,4.9
CoFeMUG,-11.5,-25,3451.5,21.3,4.9
CoFeMUG,-11.5,-25,2961.8,21.7,4.9
CoFeMUG,-11.5,-25,2470,21.6,4.9
CoFeMUG,-11.5,-25,1979.1,20.9,4.9
CoFeMUG,-11.5,-25,1485.1,24.1,5
CoFeMUG,-11.5,-25,990.9,33.5,5.6
CoFeMUG,-11.5,-25,793.9,35.7,6
CoFeMUG,-11.5,-25,693.8,35.8,6.2
CoFeMUG,-11.5,-25,594.7,34.7,6.1
CoFeMUG,-11.5,-25,495.6,33.5,6.2
CoFeMUG,-11.5,-25,396.3,31.6,6.1
CoFeMUG,-11.5,-25,298.1,25.5,6.3
CoFeMUG,-11.5,-25,198.8,17,6.4
CoFeMUG,-11.5,-25,149.1,9.7,6.3
CoFeMUG,-11.5,-25,128.2,6.4,6.6
CoFeMUG,-11.5,-25,108.3,5.5,6.9
CoFeMUG,-11.5,-22.5,793.9,21.6,6.1
CoFeMUG,-11.5,-22.5,594.7,34.6,6
CoFeMUG,-11.5,-22.5,396.3,30.7,6.1
CoFeMUG,-11.5,-22.5,198.8,18.1,6.2
CoFeMUG,-11.5,-22.5,148.1,8.3,6.3
CoFeMUG,-11.5,-22.5,128.2,1.3,9.7
CoFeMUG,-12,-20,4429.4,30.1,4.8
