Expedition,Latitude,Longitude,Depth,NO3,d15N
Geotraces GA03 (KN204A/B),27.5831,-49.633,183.8,2.7,2.784
Geotraces GA03 (KN204A/B),28.6432,-53.2225,1000.3,23.8,5.152
Geotraces GA03 (KN204A/B),28.6432,-53.2225,849.6,23.7,5.119
Geotraces GA03 (KN204A/B),28.6432,-53.2225,664.7,16.8,4.553
Geotraces GA03 (KN204A/B),28.6432,-53.2225,530.6,11.1,4.022
Geotraces GA03 (KN204A/B),28.6432,-53.2225,421,7.1,3.479
Geotraces GA03 (KN204A/B),28.6432,-53.2225,349.6,5.4,3.146
Geotraces GA03 (KN204A/B),28.6432,-53.2225,285.7,4.8,2.911
Geotraces GA03 (KN204A/B),28.6432,-53.2225,235.5,4.1,2.685
Geotraces GA03 (KN204A/B),28.6432,-53.2225,185.1,3.3,2.685
Geotraces GA03 (KN204A/B),28.6432,-53.2225,135.3,0.9,4.052
Geotraces GA03 (KN204A/B),29.7,-56.8171,5588.1,22.1,4.819
Geotraces GA03 (KN204A/B),29.7,-56.8171,5436.2,22,4.825
Geotraces GA03 (KN204A/B),29.7,-56.8171,5073,21.9,4.835
Geotraces GA03 (KN204A/B),29.7,-56.8171,4674.3,21.2,4.841
Geotraces GA03 (KN204A/B),29.7,-56.8171,4280.4,20.1,4.819
Geotraces GA03 (KN204A/B),29.7,-56.8171,3879.4,19.4,4.846
Geotraces GA03 (KN204A/B),29.7,-56.8171,3582.4,18.8,4.88
Geotraces GA03 (KN204A/B),29.7,-56.8171,3286.3,18.9,4.855
Geotraces GA03 (KN204A/B),29.7,-56.8171,2988.1,19.3,4.851
Geotraces GA03 (KN204A/B),29.7,-56.8171,2691.2,19.3,4.888
Geotraces GA03 (KN204A/B),29.7,-56.8171,2390.7,18.9,4.848
Geotraces GA03 (KN204A/B),29.7,-56.8171,2090.5,18.6,4.809
Geotraces GA03 (KN204A/B),29.7,-56.817,1794,18.1,4.83
Geotraces GA03 (KN204A/B),29.7,-56.817,1496.6,18,4.844
Geotraces GA03 (KN204A/B),29.7,-56.817,1196.1,19.7,4.968
Geotraces GA03 (KN204A/B),29.7,-56.817,995,22,5.066
Geotraces GA03 (KN204A/B),29.7,-56.817,744.9,20.1,4.868
Geotraces GA03 (KN204A/B),29.7,-56.817,421.3,6.4,3.277
Geotraces GA03 (KN204A/B),29.7,-56.817,282.6,4.1,2.661
Geotraces GA03 (KN204A/B),29.7,-56.817,233.7,3.9,2.551
Geotraces GA03 (KN204A/B),30.8197,-60.78,1000.6,22.8,5.091
Geotraces GA03 (KN204A/B),30.8197,-60.78,800.8,22.1,4.967
Geotraces GA03 (KN204A/B),30.8197,-60.78,666.2,15.4,4.41
Geotraces GA03 (KN204A/B),30.8197,-60.78,531.5,9.4,3.792
Geotraces GA03 (KN204A/B),30.8197,-60.78,420.5,5.8,3.096
Geotraces GA03 (KN204A/B),30.8197,-60.78,350.7,4.4,2.762
Geotraces GA03 (KN204A/B),30.8197,-60.78,285.6,3.8,2.603
Geotraces GA03 (KN204A/B),30.8197,-60.78,237.7,3.7,2.386
Geotraces GA03 (KN204A/B),30.8197,-60.78,182.6,3.1,2.3
Geotraces GA03 (KN204A/B),31.7495,-64.1676,4522.5,19.4,4.838
Geotraces GA03 (KN204A/B),31.7495,-64.1676,4419.3,19.4,4.81
Geotraces GA03 (KN204A/B),31.7495,-64.1676,4178.9,19.1,4.804
Geotraces GA03 (KN204A/B),31.7495,-64.1676,3883.9,18.7,4.814
Geotraces GA03 (KN204A/B),31.7495,-64.1676,3584,18.2,4.827
Geotraces GA03 (KN204A/B),31.7495,-64.1676,3286,17.9,4.845
Geotraces GA03 (KN204A/B),31.7495,-64.1676,2990.2,17.8,4.853
Geotraces GA03 (KN204A/B),31.7495,-64.1676,2689,17.7,4.852
Geotraces GA03 (KN204A/B),31.7495,-64.1676,2289.4,18,4.851
Geotraces GA03 (KN204A/B),31.7495,-64.1676,2094,17.8,4.837
Geotraces GA03 (KN204A/B),31.7495,-64.1676,1794,17.5,4.835
Geotraces GA03 (KN204A/B),31.7495,-64.1676,1492.8,17.5,4.859
Geotraces GA03 (KN204A/B),31.7565,-64.1786,1197.3,18.4,4.904
Geotraces GA03 (KN204A/B),31.7565,-64.1786,969,21.2,5.026
Geotraces GA03 (KN204A/B),31.7565,-64.1786,796.9,21.6,4.979
Geotraces GA03 (KN204A/B),31.7565,-64.1786,497.1,7.4,3.435
Geotraces GA03 (KN204A/B),31.7565,-64.1786,414.2,4.9,3.079
Geotraces GA03 (KN204A/B),31.7565,-64.1786,281.4,3.6,2.552
Geotraces GA03 (KN204A/B),31.7565,-64.1786,233.3,3.5,2.451
Geotraces GA03 (KN204A/B),31.7565,-64.1786,182.4,2.1,3.986
Geotraces GA03 (KN204A/B),31.7565,-64.1786,109.7,2.1,2.524
Geotraces GA03 (KN204A/B),35.4177,-66.5171,4880.2,17.6,4.86
Geotraces GA03 (KN204A/B),35.4177,-66.5171,4556.1,19.1,4.821
Geotraces GA03 (KN204A/B),35.4177,-66.5171,4232.5,18.6,4.815
Geotraces GA03 (KN204A/B),35.4177,-66.5171,3885.2,18.2,4.84
Geotraces GA03 (KN204A/B),35.4177,-66.5171,3592.3,17.9,4.867
Geotraces GA03 (KN204A/B),35.4177,-66.5171,3288.9,17.7,4.846
Geotraces GA03 (KN204A/B),35.4177,-66.5171,2987.4,17.4,4.855
Geotraces GA03 (KN204A/B),35.4177,-66.5171,2688.2,17.9,4.865
Geotraces GA03 (KN204A/B),35.4177,-66.5171,2391.1,17.6,4.849
Geotraces GA03 (KN204A/B),35.4177,-66.5171,2091.9,17.5,4.849
Geotraces GA03 (KN204A/B),35.4177,-66.5171,1793.1,17.5,4.841
Geotraces GA03 (KN204A/B),35.4177,-66.5171,1495.7,17.7,4.868
Geotraces GA03 (KN204A/B),35.4159,-66.5468,1198.8,18.1,4.905
Geotraces GA03 (KN204A/B),35.4159,-66.5468,1001.4,20.2,4.993
Geotraces GA03 (KN204A/B),35.4159,-66.5468,800.2,21.6,4.981
Geotraces GA03 (KN204A/B),35.4159,-66.5468,550,9.2,3.774
Geotraces GA03 (KN204A/B),35.4159,-66.5468,420.9,4,2.951
Geotraces GA03 (KN204A/B),35.4159,-66.5468,291.5,3.4,2.582
Geotraces GA03 (KN204A/B),35.4159,-66.5468,237.3,3.7,2.487
Geotraces GA03 (KN204A/B),35.4159,-66.5468,186.3,3.6,2.603
Geotraces GA03 (KN204A/B),35.4159,-66.5468,135.8,2.2,2.125
Geotraces GA03 (KN204A/B),35.4159,-66.5468,111.1,1.8,2.269
Geotraces GA03 (KN204A/B),37.5585,-68.4577,4517.1,19.5,4.846
Geotraces GA03 (KN204A/B),37.5585,-68.4577,4423.1,19.3,4.816
Geotraces GA03 (KN204A/B),37.5585,-68.4577,4191.1,19,4.851
Geotraces GA03 (KN204A/B),37.5585,-68.4577,3793.2,18.4,4.849
Geotraces GA03 (KN204A/B),37.5585,-68.4577,3590.3,18,4.86
Geotraces GA03 (KN204A/B),37.5585,-68.4577,3287.3,17.6,4.838
Geotraces GA03 (KN204A/B),37.5585,-68.4577,2989.4,17.7,4.832
Geotraces GA03 (KN204A/B),37.5585,-68.4577,2690.5,17.7,4.891
Geotraces GA03 (KN204A/B),37.5585,-68.4577,2385.6,17.7,4.845
Geotraces GA03 (KN204A/B),37.5585,-68.4577,2092.1,17.6,4.813
Geotraces GA03 (KN204A/B),37.5585,-68.4577,1797.9,17.5,4.805
Geotraces GA03 (KN204A/B),37.5585,-68.4577,1503.4,17.6,4.802
Geotraces GA03 (KN204A/B),37.5874,-68.4035,1191.8,17.7,4.862
Geotraces GA03 (KN204A/B),37.5874,-68.4035,960.9,18.2,4.91
Geotraces GA03 (KN204A/B),37.5874,-68.4035,664.2,21.3,5.047
Geotraces GA03 (KN204A/B),37.5874,-68.4035,474.2,23.5,5.1
Geotraces GA03 (KN204A/B),37.5874,-68.4035,284.7,13.9,4.302
Geotraces GA03 (KN204A/B),37.5874,-68.4035,232.9,11.5,4.035
Geotraces GA03 (KN204A/B),37.5874,-68.4035,160,5.4,3.438
Geotraces GA03 (KN204A/B),37.5874,-68.4035,139.6,4,3.578
Geotraces GA03 (KN204A/B),38.0821,-68.7061,966.3,20.8,5.03
Geotraces GA03 (KN204A/B),38.0821,-68.7061,801.9,23,5.032
Geotraces GA03 (KN204A/B),38.0821,-68.7061,666.9,15.4,4.461
Geotraces GA03 (KN204A/B),38.0821,-68.7061,551.3,9.3,3.77
Geotraces GA03 (KN204A/B),38.0821,-68.7061,421.5,5,3.103
Geotraces GA03 (KN204A/B),38.0821,-68.7061,327.5,3.6,2.639
Geotraces GA03 (KN204A/B),38.0821,-68.7061,236.4,2.9,2.245
Geotraces GA03 (KN204A/B),38.0821,-68.7061,186.1,2.2,2.636
Geotraces GA03 (KN204A/B),38.0821,-68.7061,135.9,1.5,1.858
Geotraces GA03 (KN204A/B),38.3294,-68.8607,3770.6,18.8,4.816
Geotraces GA03 (KN204A/B),38.3294,-68.8607,3672.3,18.4,4.828
Geotraces GA03 (KN204A/B),38.3294,-68.8607,3290.7,17.1,4.842
Geotraces GA03 (KN204A/B),38.3294,-68.8607,2990.4,17.4,4.859
Geotraces GA03 (KN204A/B),38.3294,-68.8607,2697.6,17.5,4.854
Geotraces GA03 (KN204A/B),38.3294,-68.8607,2394.3,17.5,4.845
Geotraces GA03 (KN204A/B),38.3294,-68.8607,2096.1,17.5,4.831
Geotraces GA03 (KN204A/B),38.3294,-68.8607,1790.6,17.6,4.863
Geotraces GA03 (KN204A/B),38.3294,-68.8607,1488.5,17.7,4.873
Geotraces GA03 (KN204A/B),38.3294,-68.8607,1191.7,18,4.907
Geotraces GA03 (KN204A/B),38.3294,-68.8607,1069.7,18.9,4.924
Geotraces GA03 (KN204A/B),38.3294,-68.8607,960.5,20.7,5.003
Geotraces GA03 (KN204A/B),38.3245,-68.8725,797.4,23.7,5.07
Geotraces GA03 (KN204A/B),38.3245,-68.8725,621.7,15.7,4.508
Geotraces GA03 (KN204A/B),38.3245,-68.8725,548.8,13.6,4.182
Geotraces GA03 (KN204A/B),38.3245,-68.8725,285.3,3.9,2.669
Geotraces GA03 (KN204A/B),38.3245,-68.8725,236.7,3.4,2.722
Geotraces GA03 (KN204A/B),38.3245,-68.8725,184.1,2.7,2.685
Geotraces GA03 (KN204A/B),38.3245,-68.8725,135.2,1.2,2.233
Geotraces GA03 (KN204A/B),38.6688,-69.1121,3265.3,17,4.869
Geotraces GA03 (KN204A/B),38.6688,-69.1121,3109.2,16.9,4.872
Geotraces GA03 (KN204A/B),38.6688,-69.1121,2898.2,17,4.862
Geotraces GA03 (KN204A/B),38.6688,-69.1121,2696.2,17.3,4.856
Geotraces GA03 (KN204A/B),38.6688,-69.1121,2402.1,17.4,4.882
Geotraces GA03 (KN204A/B),38.6688,-69.1121,2096.9,17.3,4.876
Geotraces GA03 (KN204A/B),38.6688,-69.1121,1804.2,17.4,4.855
Geotraces GA03 (KN204A/B),38.6688,-69.1121,1500,17.5,4.858
Geotraces GA03 (KN204A/B),38.6688,-69.1121,1347.8,17.4,4.878
Geotraces GA03 (KN204A/B),38.6688,-69.1121,1201,17.5,4.874
Geotraces GA03 (KN204A/B),38.6688,-69.1121,1077.1,17.6,4.913
Geotraces GA03 (KN204A/B),38.6688,-69.1121,962.8,17.9,4.911
Geotraces GA03 (KN204A/B),38.6741,-69.1102,798.3,19.6,4.986
Geotraces GA03 (KN204A/B),38.6741,-69.1102,668.5,22.5,5.088
Geotraces GA03 (KN204A/B),38.6741,-69.1102,537.1,24.5,5.176
Geotraces GA03 (KN204A/B),38.6741,-69.1102,417.8,11.8,4.063
Geotraces GA03 (KN204A/B),38.6741,-69.1102,288.8,6.4,3.226
Geotraces GA03 (KN204A/B),38.6741,-69.1102,234.7,4.5,2.758
Geotraces GA03 (KN204A/B),38.6741,-69.1102,186.5,3.6,2.64
Geotraces GA03 (KN204A/B),38.6741,-69.1102,135.6,4.7,2.821
Geotraces GA03 (KN204A/B),38.6741,-69.1102,108.8,4.7,3.197
Geotraces GA03 (KN204A/B),38.6741,-69.1102,86.4,2.3,3.272
Geotraces GA03 (KN204A/B),39.3493,-69.5498,2452.2,17.2,4.854
Geotraces GA03 (KN204A/B),39.3493,-69.5498,2196.3,17.5,4.847
Geotraces GA03 (KN204A/B),39.3493,-69.5498,1993.4,17.5,4.867
Geotraces GA03 (KN204A/B),39.3493,-69.5498,1795.6,17.5,4.857
Geotraces GA03 (KN204A/B),39.3493,-69.5498,1645.9,17.4,4.875
Geotraces GA03 (KN204A/B),39.3493,-69.5498,1497.3,17.5,4.867
Geotraces GA03 (KN204A/B),39.3493,-69.5498,1347.8,17.5,4.876
Geotraces GA03 (KN204A/B),39.3493,-69.5498,1199.2,17.5,4.894
Geotraces GA03 (KN204A/B),39.3493,-69.5498,962.8,17.5,4.889
Geotraces GA03 (KN204A/B),39.3493,-69.5498,824,17.8,4.891
Geotraces GA03 (KN204A/B),39.3493,-69.5498,657.8,18.4,4.922
Geotraces GA03 (KN204A/B),39.3493,-69.5498,598.5,18.9,4.939
Geotraces GA03 (KN204A/B),39.3493,-69.5498,524,19.2,4.932
Geotraces GA03 (KN204A/B),39.3493,-69.5498,474,19.9,4.983
Geotraces GA03 (KN204A/B),39.3493,-69.5498,420.2,21,4.976
Geotraces GA03 (KN204A/B),39.3493,-69.5498,323.9,23.6,5.139
Geotraces GA03 (KN204A/B),39.3493,-69.5498,282.9,24.7,5.127
Geotraces GA03 (KN204A/B),39.3493,-69.5498,235.2,23.8,5.124
Geotraces GA03 (KN204A/B),39.3493,-69.5498,186.2,21.2,4.953
Geotraces GA03 (KN204A/B),39.3493,-69.5498,134.5,16.8,4.633
Geotraces GA03 (KN204A/B),39.3493,-69.5498,99.3,14.7,4.356
Geotraces GA03 (KN204A/B),39.3493,-69.5498,69.6,10,4.009
Geotraces GA03 (KN204A/B),39.3493,-69.5498,46,0.8,6.267
Geotraces GA03 (KN204A/B),39.7014,-69.8267,2048.4,17.5,4.827
Geotraces GA03 (KN204A/B),39.7014,-69.8267,1999,17.5,4.833
Geotraces GA03 (KN204A/B),39.7014,-69.8267,1802.6,17.5,4.845
Geotraces GA03 (KN204A/B),39.7014,-69.8267,1649.7,17.5,4.809
Geotraces GA03 (KN204A/B),39.7014,-69.8267,1500.7,17.4,4.856
Geotraces GA03 (KN204A/B),39.7014,-69.8267,1196.8,17.8,4.851
Geotraces GA03 (KN204A/B),39.7014,-69.8267,1072.8,17.6,4.843
Geotraces GA03 (KN204A/B),39.7014,-69.8267,964,17.5,4.849
Geotraces GA03 (KN204A/B),39.7014,-69.8267,824.2,17.4,4.858
Geotraces GA03 (KN204A/B),39.7014,-69.8267,663.7,18.3,4.881
Geotraces GA03 (KN204A/B),39.7014,-69.8267,599.7,19.1,4.916
Geotraces GA03 (KN204A/B),39.6927,-69.8644,523.9,20.7,4.965
Geotraces GA03 (KN204A/B),39.6927,-69.8644,474.7,21.9,5.035
Geotraces GA03 (KN204A/B),39.6927,-69.8644,419.5,23.1,5.073
Geotraces GA03 (KN204A/B),39.6927,-69.8644,324.8,24.3,5.186
Geotraces GA03 (KN204A/B),39.6927,-69.8644,285.9,23,5.048
Geotraces GA03 (KN204A/B),39.6927,-69.8644,185.8,21,4.932
Geotraces GA03 (KN204A/B),39.6927,-69.8644,135.4,16.3,4.588
Geotraces GA03 (KN204A/B),39.6927,-69.8644,109.9,15.4,4.45
Geotraces GA03 (KN204A/B),39.6927,-69.8644,89.2,13.4,4.148
Geotraces GA03 (KN204A/B),39.6927,-69.8644,57.8,4.6,4.316
Geotraces GA03 (KN204A/B),39.6927,-69.8644,30.2,0.3,10.642
EC - SAMBA line,,-34.502,0.0003,4594.5,31.7
EC - SAMBA line,,-34.502,0.0003,4032.7,29.7
EC - SAMBA line,,-34.502,0.0003,1486.3,32.9
EC - SAMBA line,,-34.502,0.0003,892.2,30.2
EC - SAMBA line,,-34.502,0.0003,496.5,17.7
EC - SAMBA line,,-34.502,0.0003,297.1,8.4
EC - SAMBA line,,-34.502,0.0003,203.4,3.2
EC - SAMBA line,,-34.502,0.0003,100.8,0.6
EC - SAMBA line,,-34.4983,3.7197,5012.5,31.6
EC - SAMBA line,,-34.4983,3.7197,1481.3,33.4
EC - SAMBA line,,-34.4983,3.7197,1236.7,34.4
EC - SAMBA line,,-34.4983,3.7197,789.8,29.9
EC - SAMBA line,,-34.4983,3.7197,640.6,26.5
EC - SAMBA line,,-34.4983,3.7197,445.4,17.9
EC - SAMBA line,,-34.4983,3.7197,195.5,5.3
EC - SAMBA line,,-34.4983,3.7197,170.4,4.7
EC - SAMBA line,,-34.4983,3.7197,147.7,0.8
EC - SAMBA line,,-34.4983,3.7197,121.7,0.8
EC - SAMBA line,,-34.4983,3.7197,98.1,0.8
EC - SAMBA line,,-34.4983,3.7197,68.5,0.8
EC - SAMBA line,,-34.4983,3.7197,28.7,0.7
EC - SAMBA line,,-34.4983,3.7197,10.7,0.8
EC - SAMBA line,,-34.509,7.4483,5189.6,31.9
EC - SAMBA line,,-34.509,7.4483,4273.8,30.3
EC - SAMBA line,,-34.509,7.4483,3445.9,25.7
EC - SAMBA line,,-34.509,7.4483,2710.8,25.5
EC - SAMBA line,,-34.509,7.4483,1974.8,27.6
EC - SAMBA line,,-34.509,7.4483,1631.9,30.8
EC - SAMBA line,,-34.509,7.4483,1359.1,33.9
EC - SAMBA line,,-34.509,7.4483,1089.5,34
EC - SAMBA line,,-34.509,7.4483,890.9,32.2
EC - SAMBA line,,-34.509,7.4483,742.3,29.7
EC - SAMBA line,,-34.509,7.4483,643.2,28
EC - SAMBA line,,-34.509,7.4483,544.1,23.9
EC - SAMBA line,,-34.509,7.4483,295.9,14.3
EC - SAMBA line,,-34.509,7.4483,221.9,11.3
EC - SAMBA line,,-34.509,7.4483,176,8.3
EC - SAMBA line,,-34.509,7.4483,146.6,1.6
EC - SAMBA line,,-34.509,7.4483,118.3,1.4
EC - SAMBA line,,-34.509,7.4483,78.1,1.7
EC - SAMBA line,,-34.509,7.4483,39.4,1.7
EC - SAMBA line,,-34.509,7.4483,10.2,2.1
EC - SAMBA line,,-34.4997,11.2033,4962.2,31.9
EC - SAMBA line,,-34.4997,11.2033,3249.9,26.4
EC - SAMBA line,,-34.4997,11.2033,1482.3,34.2
EC - SAMBA line,,-34.4997,11.2033,989.9,31
EC - SAMBA line,,-34.4997,11.2033,790.9,27.4
EC - SAMBA line,,-34.4997,11.2033,691.4,23.3
EC - SAMBA line,,-34.4997,11.2033,598.8,19.1
EC - SAMBA line,,-34.4997,11.2033,493.3,13.6
EC - SAMBA line,,-34.4997,11.2033,444.6,12.2
EC - SAMBA line,,-34.4997,11.2033,395.5,10.7
EC - SAMBA line,,-34.4997,11.2033,346.7,9.7
EC - SAMBA line,,-34.4997,11.2033,227,5
EC - SAMBA line,,-34.4997,11.2033,206.7,2.8
EC - SAMBA line,,-34.4997,11.2033,177.1,2.1
EC - SAMBA line,,-34.4997,11.2033,147.8,2
EC - SAMBA line,,-34.4997,11.2033,121.9,2
EC - SAMBA line,,-34.4997,11.2033,97.4,2
EC - SAMBA line,,-34.4997,11.2033,68.1,2
EC - SAMBA line,,-34.4997,11.2033,38,2.1
EC - SAMBA line,,-34.4997,11.2033,9.3,2.1
EC - SAMBA line,,-34.4968,14.639,4507.4,32.3
EC - SAMBA line,,-34.4968,14.639,4032.2,31.6
EC - SAMBA line,,-34.4968,14.639,1290.2,34.6
EC - SAMBA line,,-34.4968,14.639,346.4,15.8
EC - SAMBA line,,-34.4968,14.639,194.8,9.9
EC - SAMBA line,,-34.4968,14.639,107.8,3.1
EC - SAMBA line,,-34.4968,14.639,56.9,2.6
EC - SAMBA line,,-34.4968,14.639,29.2,2.6
EC - SAMBA line,,-34.507,15.0053,4465.8,31.8
EC - SAMBA line,,-34.507,15.0053,2957,25.8
EC - SAMBA line,,-34.507,15.0053,1285.5,34.1
EC - SAMBA line,,-34.507,15.0053,1088.3,34.7
EC - SAMBA line,,-34.507,15.0053,939.8,32.8
EC - SAMBA line,,-34.507,15.0053,791.9,30.5
EC - SAMBA line,,-34.507,15.0053,692.2,28.6
EC - SAMBA line,,-34.507,15.0053,643,27.8
EC - SAMBA line,,-34.507,15.0053,593.6,26.5
EC - SAMBA line,,-34.507,15.0053,543,24.6
EC - SAMBA line,,-34.507,15.0053,494.4,22.7
EC - SAMBA line,,-34.507,15.0053,444.6,19.6
EC - SAMBA line,,-34.507,15.0053,394.5,16.2
EC - SAMBA line,,-34.507,15.0053,344.9,14.6
EC - SAMBA line,,-34.507,15.0053,296.5,13.1
EC - SAMBA line,,-34.507,15.0053,246.7,10.5
EC - SAMBA line,,-34.507,15.0053,196.8,8.5
EC - SAMBA line,,-34.507,15.0053,172.1,7.5
EC - SAMBA line,,-34.507,15.0053,127.1,3.1
EC - SAMBA line,,-34.507,15.0053,98,2.7
EC - SAMBA line,,-34.507,15.0053,78.1,2.9
EC - SAMBA line,,-34.507,15.0053,38.3,2.3
EC - SAMBA line,,-34.507,15.0053,8.8,2.3
EC - SAMBA line,,-34.4997,17.1385,2855.9,25.6
EC - SAMBA line,,-34.4997,17.1385,2071.2,25.8
EC - SAMBA line,,-34.4997,17.1385,1334.7,33.8
EC - SAMBA line,,-34.4997,17.1385,1087.2,34.7
EC - SAMBA line,,-34.4997,17.1385,890.6,32.7
EC - SAMBA line,,-34.4997,17.1385,790.3,31.6
EC - SAMBA line,,-34.4997,17.1385,692.2,29.7
EC - SAMBA line,,-34.4997,17.1385,643.9,28.7
EC - SAMBA line,,-34.4997,17.1385,543.9,27
EC - SAMBA line,,-34.4997,17.1385,493.7,26.1
EC - SAMBA line,,-34.4997,17.1385,444,23.9
EC - SAMBA line,,-34.4997,17.1385,396,21.5
EC - SAMBA line,,-34.4997,17.1385,247.5,14.1
EC - SAMBA line,,-34.4997,17.1385,197.4,11.5
EC - SAMBA line,,-34.4997,17.1385,167.1,9.8
EC - SAMBA line,,-34.4997,17.1385,137.7,4.9
EC - SAMBA line,,-34.4997,17.1385,118.1,3.9
EC - SAMBA line,,-34.4997,17.1385,88.9,3.2
EC - SAMBA line,,-34.4997,17.1385,58.4,2.9
EC - SAMBA line,,-34.4997,17.1385,38.8,2.9
EC - SAMBA line,,-34.4997,17.1385,19.5,2.7
VOY03,,-34.578,14.176,999,32.1
VOY03,,-34.578,14.176,753,28.2
VOY03,,-34.578,14.176,503.3,17.7
VOY03,,-34.578,14.176,203.8,6.7
VOY03,,-34.578,14.176,119.1,3.4
VOY03,,-39.339,10.58,999.5,31
VOY03,,-39.339,10.58,754.7,27
VOY03,,-39.339,10.58,497.3,16.1
VOY03,,-39.339,10.58,299.9,9.6
VOY03,,-39.339,10.58,220.5,3.3
VOY03,,-39.339,10.58,173.4,3.3
VOY03,,-39.339,10.58,101.5,3.2
VOY03,,-39.339,10.58,49.5,3.2
VOY03,,-39.339,10.58,6.1,3.2
VOY03,,-40.178,9.918,1977.4,27.7
VOY03,,-40.178,9.918,1484.9,32.5
VOY03,,-40.178,9.918,991.9,32.1
VOY03,,-40.178,9.918,745.5,29.3
VOY03,,-40.178,9.918,496.3,26
VOY03,,-40.178,9.918,398.3,21.7
VOY03,,-40.178,9.918,199.4,11.4
VOY03,,-40.178,9.918,168.9,9.6
VOY03,,-40.178,9.918,138.6,5.6
VOY03,,-40.178,9.918,100.1,5.2
VOY03,,-40.178,9.918,60.3,5.2
VOY03,,-40.178,9.918,21.5,5.2
VOY03,,-43.094,7.531,1977,29.8
VOY03,,-43.094,7.531,1727.8,31.7
VOY03,,-43.094,7.531,1482,32.7
VOY03,,-43.094,7.531,1235.4,33.6
VOY03,,-43.094,7.531,990.2,32.3
VOY03,,-43.094,7.531,743.3,29.6
VOY03,,-43.094,7.531,494.8,26.5
VOY03,,-43.094,7.531,297.7,19.2
VOY03,,-43.094,7.531,217.5,14.4
VOY03,,-43.094,7.531,188.2,12.1
VOY03,,-43.094,7.531,98.6,12
VOY03,,-43.094,7.531,61.1,11.9
VOY03,,-43.094,7.531,28.7,11.9
VOY03,,-43.975,6.786,990.7,33.1
VOY03,,-43.975,6.786,890.8,32.3
VOY03,,-43.975,6.786,791.8,31.1
VOY03,,-43.975,6.786,692.2,29.8
VOY03,,-43.975,6.786,594.7,28.5
VOY03,,-43.975,6.786,495.2,27.4
VOY03,,-43.975,6.786,396.3,26.6
VOY03,,-43.975,6.786,296.9,24.2
VOY03,,-43.975,6.786,247.5,21.9
VOY03,,-43.975,6.786,199.6,18.5
VOY03,,-43.975,6.786,159.2,15.9
VOY03,,-43.975,6.786,140.4,15
VOY03,,-43.975,6.786,79,14.4
VOY03,,-43.975,6.786,11.6,14.8
VOY03,,-46.108,4.951,1975.8,29.2
VOY03,,-46.108,4.951,1728.4,30.6
VOY03,,-46.108,4.951,1482.6,31.7
VOY03,,-46.108,4.951,1235.2,33.1
VOY03,,-46.108,4.951,989.4,33.7
VOY03,,-46.108,4.951,742.4,32
VOY03,,-46.108,4.951,494.4,28.6
VOY03,,-46.108,4.951,296.3,26.2
VOY03,,-46.108,4.951,199.1,23.9
VOY03,,-46.108,4.951,138.6,20.2
VOY03,,-46.108,4.951,119.1,19.1
VOY03,,-46.108,4.951,59.7,17.2
VOY03,,-46.108,4.951,39.9,17.3
VOY03,,-46.108,4.951,29.2,17.3
VOY03,,-47.08,4.077,990.6,34
VOY03,,-47.08,4.077,892.9,34.3
VOY03,,-47.08,4.077,790.1,34.6
VOY03,,-47.08,4.077,692.3,33.7
VOY03,,-47.08,4.077,592.5,32.6
VOY03,,-47.08,4.077,495.5,32.2
VOY03,,-47.08,4.077,398.2,30.9
VOY03,,-47.08,4.077,298.1,28.6
VOY03,,-47.08,4.077,247.6,27.5
VOY03,,-47.08,4.077,198.7,25.9
VOY03,,-47.08,4.077,178.9,23.7
VOY03,,-47.08,4.077,98.2,20.8
VOY03,,-47.08,4.077,50,20.8
VOY03,,-47.08,4.077,9.7,20.8
VOY03,,-49.098,2.231,1974.9,29.4
VOY03,,-49.098,2.231,1727.1,29.1
VOY03,,-49.098,2.231,1481.8,30.6
VOY03,,-49.098,2.231,1234.7,32.1
VOY03,,-49.098,2.231,990.7,33.6
VOY03,,-49.098,2.231,742.1,34.8
VOY03,,-49.098,2.231,494.9,33.2
VOY03,,-49.098,2.231,247.2,29
VOY03,,-49.098,2.231,198.9,27.9
VOY03,,-49.098,2.231,148.6,26.7
VOY03,,-49.098,2.231,98.8,21.9
VOY03,,-49.098,2.231,49.7,22.1
VOY03,,-50.082,1.303,988.7,32.3
VOY03,,-50.082,1.303,890.1,33.3
VOY03,,-50.082,1.303,791.9,33.4
VOY03,,-50.082,1.303,692.2,34.3
VOY03,,-50.082,1.303,593,34.6
VOY03,,-50.082,1.303,494.5,34.7
VOY03,,-50.082,1.303,397,34.1
VOY03,,-50.082,1.303,297.7,32.8
VOY03,,-50.082,1.303,248.2,31.4
VOY03,,-50.082,1.303,197.8,30.4
VOY03,,-50.082,1.303,158,27.5
VOY03,,-50.082,1.303,77.7,22.6
VOY03,,-50.082,1.303,40.4,22.5
VOY03,,-50.082,1.303,4.8,22.7
VOY03,,-51.987,0.186,1974,31.6
VOY03,,-51.987,0.186,1727.4,31.5
VOY03,,-51.987,0.186,1482.6,30.8
VOY03,,-51.987,0.186,1235.4,30.3
VOY03,,-51.987,0.186,986.3,30.9
VOY03,,-51.987,0.186,743.7,32.6
VOY03,,-51.987,0.186,495,34.7
VOY03,,-51.987,0.186,246.3,34.9
VOY03,,-51.987,0.186,180.1,33.1
VOY03,,-51.987,0.186,139.9,27
VOY03,,-51.987,0.186,98,25.9
VOY03,,-51.987,0.186,50.3,26
